nombre_universidad,tipo_universidad,quintil,estado,ubicacion,fuente,convocatoria,modalidad,nota_minima,requisitos_adicionales,descripcion
Universidad Autónoma del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Autónoma del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Autónoma del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Privada Peruano Alemana,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Tecnológica del Perú,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Femenina del Sagrado Corazón,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad ESAN,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad de Ciencias y Artes de América Latina,Privada,1,Licenciada,Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Privada del Norte,Privada,1,Licenciada,Trujillo/Lima,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,Huallaga,Tercio superior,"Residir en el Huallaga, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en el Huallaga
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,Vraem,Tercio superior,"Residir en zonas del VRAEM, tercio superior en secundaria",Para jóvenes menores de 22 años residentes en zonas del VRAEM
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,EIB,Medio superior,"Dominar lengua originaria elegible, medio superior en secundaria",Para quienes dominen lenguas originarias y estudien Educación Intercultural Bilingüe
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,Protección,Medio superior,"Acreditar tutela del Estado, medio superior en secundaria",Para jóvenes menores de 22 años que estuvieron en tutela del Estado
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,CNA y PA,Medio superior,Acreditar pertenencia a comunidad nativa o población afroperuana,Para peruanos de comunidades nativas amazónicas o población afroperuana
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,FF.AA.,Medio superior,"Licencia del Servicio Militar Voluntario, medio superior en secundaria",Para licenciados del Servicio Militar Voluntario (mínimo 12 meses)
Universidad Católica de Trujillo Benedicto XVI,Privada,1,Licenciada,,Lista oficial PRONABEC 2025,2025,Repared,Nota mínima de 12.0,"Acreditar condición de víctima de violencia 1980-2000, nota mínima 12",Para víctimas de la violencia ocurrida entre 1980-2000
Universidad Para el Desarrollo Andino,Privada,1,Licenciada,Huancavelica,Lista oficial PRONABEC 2025,2025,Ordinaria,Tercio superior,"Acreditar condición de pobreza según SISFOH, tercio superior en secundaria",Para jóvenes menores de 22 años en situación de pobreza o pobreza extrema
